Incident.day	Incident.month	Incident.year	Victim.injury	State	Location	Latitude	Longitude	Shark.common.name	Shark.length.m	Provoked.unprovoked	No.sharks	Victim.activity	Injury.location	Injury.severity	Victim.gender	Victim.age	Time.of.incident
14	1	2004	injured	WA	gnarabup beach	-33.98333333	114.9833333	wobbegong	1.0	unprovoked	1	swimming	"torso, pelvic region"	other: teeth marks	male		2000
12	1	2004	uninjured	NSW	"shellharbour, bass point, wollongong"	-34.56666667	150.8666667	whaler shark	3.0	unprovoked	1	diving	other: uninjured		male		1030
3	1	2004	injured	NSW	"nambucca heads, scott's head beach"	-30.56666667	152.9833333	wobbegong		unprovoked	1	swimming	calf	other: teeth marks	male	8	
15	1	2004	injured	NSW	nambucca heads	-30.63333333	153.0166667	wobbegong		unprovoked	1	swimming	"torso, pelvic region"	other: teeth marks	female		
25	1	2004	injured	WA	"binningup beach, bunbury"	-33.13333333	115.6833333	white shark	4.5	provoked	1	spearfishing	leg	major lacerations	male	46	1100
10	2	2004	uninjured	VIC	"bridgewater bay, portland"	-38.36666667	144.75	white shark	4.0	provoked	1	diving	other: uninjured		male		
10	2	2004	injured	NSW	caves beach	-33.1	151.65	blind shark	0.6	provoked	1	spearfishing	foot	abrasion	male	22	
22	2	2004	injured	WA	waterman beach	-31.85	115.75	wobbegong	0.4	unprovoked	1	snorkelling	calf	other: teeth marks	female	7	1400
22	2	2004	injured	WA	waterman beach	-31.85	115.75	wobbegong	0.4	unprovoked	1	snorkelling	leg	other: teeth marks	male	38	1400
6	3	2004	injured	WA	"cervantes, nr jurien bay"	-30.25	115.0166667	bronze whaler shark	1.5	provoked	1	spearfishing	leg	other: teeth marks	male	47	
26	4	2004	injured	NSW	"forster, latitude reef"	-32.2	152.55	wobbegong	1.2	unprovoked	1	diving	"arm, hand"	other: teeth marks	male		
20	4	2004	injured	WA	"margaret river, prevelly"	-33.96666667	114.9833333	wobbegong	1.0	unprovoked	1	snorkelling	thigh	other: teeth marks	male		
26	6	2004	uninjured	WA	floreat beach	-31.91666667	115.75	white shark	5.0	provoked	1	diving	other: uninjured		male		
10	6	2004	injured	WA	bunbury back beach	-33.33333333	115.6333333	white shark	3.0	unprovoked	1	boarding	foot	minor lacerations	male	17	1630
11	7	2004	injured	WA	rottnest island	-31.98333333	115.5333333	wobbegong	1.0	unprovoked	1	diving	calf	other: teeth marks	male	33	1408
10	7	2004	fatal	WA	"margaret river, gracetown"	-33.85	114.9833333	white shark	5.0	unprovoked	2	boarding	"leg, pelvic region"	major lacerations	male	29	1400
4	8	2004	injured	NSW	"byron bay, tallows beach"	-28.63333333	153.6166667	grey nurse shark	2.4	provoked	1	spearfishing	foot	other: teeth marks	male	42	1330
28	8	2004	uninjured	VIC	"flinders, gunnery surf break"	-38.46666667	145.0166667	white shark	2.0	unprovoked	1	boarding	other: uninjured		male	33	1710
25	9	2004	uninjured	QLD	batt reef	-16.4	145.7666667	tiger shark	3.0	provoked	1	snorkelling	other: uninjured		male		1200
21	10	2004	injured	NSW	"stockton beach, newcastle"	-32.85	151.8333333	white shark	2.5	unprovoked	1	boarding	foot	minor lacerations	male	59	1600
6	11	2004	injured	NSW	"saltwater beach, nr taree"	-32.01666667	152.5333333	wobbegong	1.2	unprovoked	1	boarding	"arm, hand"	minor lacerations	male	14	0800
11	12	2004	fatal	QLD	opal reef off cairns	-16.21666667	145.8833333	tiger shark		provoked	1	spearfishing	thigh	major lacerations	male	38	1215
16	12	2004	fatal	SA	"west beach, adelaide"	-34.9	137	white shark	5.0	unprovoked	1	boarding	torso		male	18	1515
19	1	2005	uninjured	VIC	"port phillip bay, rickett's point"	-37.98333333	145.0166667	white shark	3.0	provoked	1	spearfishing	other: uninjured		male		
26	2	2005	injured	QLD	"brisbane river, karalee"	-27.55	152.8166667	bull shark	1.5	unprovoked	1	swimming	"arm, hand"	minor lacerations	male	18	
25	3	2005	uninjured	NSW	"crackneck point, bateau bay"	-33.38333333	151.4833333	white shark	4.0	unprovoked	1	boarding	other: uninjured		male	31	1400
19	3	2005	fatal	WA	"houtman abrolhos, off geraldton"	-28.71666667	113.7833333	white shark	6.0	unprovoked	1	snorkelling	torso		male	26	
16	4	2005	injured	NT	"nhulunbuy, bremmer island"	-12.11666667	136.8	whaler shark	2.0	provoked	1	spearfishing	head	other: teeth marks	male	20	
16	4	2005	uninjured	NSW	"bronte beach, sydney"	-33.9	151.2666667	white shark	1.5	unprovoked	1	boarding	other: uninjured		male	40	0615
16	5	2005	injured	QLD	townsville (50km off shore)	-19.35	147.3666667	blacktip reef shark	2.0	provoked	2	spearfishing	"arm, hand"	minor lacerations	male		
24	8	2005	fatal	SA	"glenelg, adelaide"	-34.96666667	138.5	white shark	5.0	unprovoked	1	diving	torso		male	23	1610
24	9	2005	uninjured	NSW	"south west rocks, little bay"	-30.88333333	153.0833333	tiger shark	3.0	unprovoked	1	boarding	other: uninjured		male	28	
7	9	2005	injured	NSW	"coff's harbour, park beach"	-30.3	153.1333333	wobbegong		unprovoked	1	boarding	foot	minor lacerations	male	15	
23	9	2005	uninjured	WA	"scarborough beach, perth"	-31.88333333	115.75	white shark		unprovoked	1	boarding	other: uninjured		male	44	
25	9	2005	injured	SA	"cape de couedic, kangaroo is"	-35.08333333	137.5333333	white shark	5.0	unprovoked	1	boarding	"arm, leg"	minor lacerations	male	26	
4	9	2005	injured	SA	fishery bay nr port lincoln	-34.83333333	135.6833333	white shark		unprovoked	1	boarding	"arm, leg"	minor lacerations	male	40	1500
25	11	2005	injured	VIC	"flinders, western port bay"	-38.46666667	145.0166667	white shark	1.8	unprovoked	1	boarding	calf	minor lacerations	male	18	1815
12	11	2005	uninjured	QLD	"moreton island, henderson's shoal "	-27.18333333	153.4	bronze whaler shark	2.5	unprovoked	3	diving	other: uninjured		male	57	1100
11	12	2005	injured	QLD	port douglas	-16.48333333	145.45	whitetip reef shark	1.5	provoked	2	spearfishing	arm	major lacerations	male	44	1000
7	1	2006	fatal	QLD	"stradbroke island, north"	-27.4	153.4333333	bull shark	2.0	unprovoked	1	swimming	"leg, hand"	major lacerations	female	21	1710
15	1	2006	injured	WA	"city beach, perth"	-31.93333333	115.75	white shark	3.3	provoked	1	spearfishing	arm	minor lacerations	male	52	1120
13	2	2006	injured	QLD	"caloundra, golden beach"	-26.8	153.1333333	wobbegong		unprovoked	1	other: standing in water	foot	minor lacerations	male	18	1100
15	3	2006	uninjured	NSW	"bondi beach (south end), sydney"	-33.88333333	151.2666667	whaler shark	2.5	unprovoked	1	boarding	other: uninjured		male		1620
11	4	2006	injured	NSW	"cowrie hole, newcastle"	-32.91666667	151.7833333	wobbegong		unprovoked	1	boarding	foot	other: teeth marks	male	15	1330
2	5	2006	injured	QLD	"caloundra, moffat beach"	-26.68333333	153.1333333	wobbegong	2.0	provoked	1	diving	torso	minor lacerations	male	46	1630
11	8	2006	uninjured	NSW	"coogee, lurline bay, sydney"	-33.9	151.2666667	white shark	3.0	provoked	1	spearfishing	other: uninjured		male		
2	12	2006	injured	WA	"orleans bay, nr esperance"	-33.91666667	122.5833333	white shark	5.0	unprovoked	1	boarding	leg	major lacerations	male	15	
2	12	2006	uninjured	WA	"enderby island, dampier"	-20.36666667	116.8666667	grey reef shark		provoked	1	spearfishing	other: uninjured		male		
18	12	2006	injured	VIC	"bells beach, winkipop reef"	-38.36666667	144.2666667	white shark	3.0	unprovoked	1	boarding	leg	minor lacerations	male	25	0800
9	1	2007	uninjured	NSW	"sandbar beach, smiths lakes"	-32.38333333	152.5166667	white shark	2.8	unprovoked	1	boarding	other: uninjured		male	44	0630
23	1	2007	injured	NSW	cape howe 	-37.5	149.9666667	white shark	3.0	provoked	1	diving	"head, torso"	minor lacerations	male	41	1030
3	2	2007	injured	NSW	"ballina, angels beach "	-28.83333333	153.6	white shark	2.0	unprovoked	1	boarding	foot	minor lacerations	male	26	
20	3	2007	injured	NSW	"brunswick head, south golden beach"	-28.53333333	153.55	white shark	1.6	unprovoked	1	boarding	"arm, hand"	minor lacerations	female	42	
12	3	2007	injured	QLD	moore park beach	-24.71666667	152.2666667	bull shark	2.3	unprovoked	1	swimming	"leg, foot"	major lacerations	female	59	1515
26	4	2007	injured	QLD	mornington island	-16.55	139.4		1.5	unprovoked	1	swimming	foot	minor lacerations	female	12	1830
16	5	2007	injured	WA	"warra beach, nr coral bay"	-23.13333333	113.7666667	whitetip reef shark	2.5	provoked	1	swimming	foot	major lacerations	female	38	1430
5	6	2007	injured	NSW	"crescent heads, shelly beach"	-31.18333333	152.9666667	bull shark		unprovoked	1	boarding	"leg, foot"	major lacerations	male		1630
14	7	2007	injured	NSW	"manly, shelly beach,  sydney"	-33.78333333	151.2833333	wobbegong	1.0	unprovoked	1	diving	thigh	other: teeth marks	male	30	
5	7	2007	uninjured	WA	"exmouth, dunnes surf beach"	-21.95	114.1166667	white shark	2.8	unprovoked	1	boarding	other: uninjured		male	48	0745
20	7	2007	injured	WA	cocos (keeling) islands	-12.15	96.81666667	wobbegong	1.5	provoked	1	swimming	calf	minor lacerations	male	15	
13	10	2007	injured	QLD	"cairns, holmes reef north of cairns"	-16.91666667	145.7666667	whaler shark	1.8	provoked	1	spearfishing	calf	major lacerations	male	31	1200
15	10	2007	injured	NSW	"byron bay, the pass"	-28.63333333	153.6166667	white shark	2.5	unprovoked	1	boarding	"arm, hand"	minor lacerations	female	52	1130
8	11	2007	uninjured	NSW	"byron bay, wategos beach"	-28.63333333	153.6	white shark	1.8	unprovoked	1	boarding	other: uninjured		male		1420
11	12	2007	injured	NSW	"maroubra beach, sydney"	-33.9495	151.2437	wobbegong		unprovoked	1	surfing	"leg, foot"	minor lacerations	male	14	1930
15	12	2007	injured	QLD	"broadwater, gold coast"	-27.93333333	153.4166667	whaler shark	0.6	unprovoked	1	swimming	"arm, hand"	minor lacerations	male	13	1230
18	12	2007	injured	NSW	port stephens (inside headland)	-32.68333333	152.1833333	white shark		unprovoked	1	boarding	"torso, pelvic region"	minor lacerations	male	31	1100
1	1	2008	uninjured	TAS	"pipers river mouth, waymouth"	-41	147.1333333	white shark	3.0	unprovoked	1	unmotorised boating	other: uninjured		male		
28	1	2008	injured	NSW	"tweed heads, turtle sanctuary, cook island"	-28.18333333	153.5666667	wobbegong	1.3	unprovoked	1	diving	thigh	other: teeth marks	male		1030
29	1	2008	injured	WA	rottnest island	-31.98333333	115.5333333	wobbegong	1.0	unprovoked	1	swimming	calf	other: teeth marks	male	42	1130
18	2	2008	injured	VIC	"shallow inlet, wilson's promontory"	-38.83333333	146.1666667	wobbegong	0.6	unprovoked	1	swimming	foot	minor lacerations	female	66	1330
17	4	2008	injured	QLD	"greenmount beach, coolangatta"	-28.15	153.5333333	wobbegong		unprovoked	1	other: standing in water	thigh	other: teeth marks	male		1100
8	4	2008	fatal	NSW	"ballina, lighthouse beach"	-28.86666667	153.5666667	bull shark	2.8	unprovoked	1	boarding	"thigh, calf"	major lacerations	male	16	0810
16	4	2008	injured	WA	"yallingup, south perth"	-33.63333333	115	wobbegong	0.8	provoked	1	swimming	"calf, thigh, pelvic region"	surface wound	female		
10	5	2008	injured	WA	"albany, middleton beach"	-35.01666667	117.9166667	white shark	4.0	unprovoked	1	swimming	calf	major lacerations	male	37	0730
30	7	2008	uninjured	VIC	"levys beach, warrnambool"	-38.38333333	142.4833333	white shark		unprovoked	1	boarding	other: uninjured		male	31	1030
30	8	2008	uninjured	NSW	"byron bay, tallow beach"	-28.63333333	153.6166667	white shark	4.0	unprovoked	1	boarding	other: uninjured		male	30	1130
7	9	2008	uninjured	NSW	"byron bay, clarkes beach"	-28.63333333	153.6166667	white shark	2.8	unprovoked	1	boarding	other: uninjured		male	51	
28	12	2008	uninjured	NSW	seal rocks	-32.43333333	152.5166667	whaler shark	2.0	unprovoked	1	boarding	other: uninjured		male	10	
27	12	2008	fatal	WA	"port kennedy beach, perth"	-32.35	115.7166667	white shark	5.5	provoked	1	snorkelling	other: body not recovered		male	52	0700
27	12	2008	uninjured	NSW	"long reef, sydney"	-33.73333333	151.3166667	white shark	5.0	provoked	1	unmotorised boating	other: uninjured		male	29	
12	1	2009	injured	NSW	"windang, lake illawarra, wollongong"	-34.53333333	150.8666667	dusky shark		provoked	1	spearfishing	leg	major lacerations	male	25	1045
1	1	2009	injured	QLD	osprey reef	-13.91666667	146.6166667	grey reef shark	2.0	provoked	10	diving	calf	minor lacerations	male		
11	1	2009	injured	NSW	"dreamtime beach, fingal head"	-28.18333333	153.55	white shark	2.0	unprovoked	1	boarding	leg	major lacerations	male	31	0930
11	1	2009	injured	TAS	"baileys rock, binalong bay"	-41.23333333	148.3	white shark	5.0	unprovoked	1	boarding	leg	major lacerations	female	13	1400
24	1	2009	injured	NSW	"surf beach, bateman's bay"	-35.76	150.2053	unknown		unprovoked	1	swimming	"arm, hand"	minor lacerations	male	19	1630
18	2	2009	uninjured	NSW	"port macquarie, shelley beach"	-31.45	152.9166667	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	24	1700
11	2	2009	injured	NSW	"woolloomooloo bay, sydney harbour"	-33.85	151.2166667	bull shark	2.7	unprovoked	1	diving	"leg, hand"	major lacerations	male	31	0700
7	2	2009	uninjured	NSW	"minnie waters, sandon beach"	-29.76666667	153.2833333	white shark		unprovoked	1	boarding	other: uninjured		male		0730
12	2	2009	injured	NSW	"bondi beach, sydney"	-33.88333333	151.2666667	white shark	2.5	unprovoked	1	boarding	"arm, hand"	major lacerations	male	33	1930
7	2	2009	uninjured	NSW	"cellito beach, north coast"	-32.38333333	152.5166667	white shark	4.0	unprovoked	1	boarding	other: uninjured		male	41	1100
1	3	2009	injured	NSW	avalon beach	-33.63333333	151.3166667	white shark	3.0	unprovoked	1	boarding	leg	major lacerations	male	15	0630
19	3	2009	uninjured	NSW	"broulee beach north, batemans bay"	-35.85	150.1666667	whaler shark	1.9	unprovoked	1	boarding	other: uninjured		female	47	0745
23	3	2009	injured	NSW	"maroubra beach, sydney"	-33.93333333	151.25	wobbegong		unprovoked	1	diving	leg	minor lacerations	male		
20	3	2009	injured	WA	halls head beach	-32.5	115.7	white shark	2.0	unprovoked	1	boarding	"calf, foot"	other: teeth marks	male	17	1845
15	3	2009	injured	WA	"rottnest island, natural jetty"	-31.98333333	115.5333333	wobbegong	0.6	provoked	1	swimming	leg	minor lacerations	male	21	1130
12	4	2009	uninjured	NSW	"port stephens, fingal spit"	-32.73333333	152.1833333	bull shark	3.0	unprovoked	1	boarding	other: uninjured		male	40	0800
27	6	2009	injured	NSW	"kiama, seven mile beach"	-34.66666667	150.85	wobbegong	2.0	unprovoked	1	boarding	foot	minor lacerations	male	52	0830
30	7	2009	injured	NSW	"byron bay, broken head"	-28.63333333	153.6166667	whaler shark	1.5	unprovoked	1	boarding	"arm, hand"	other: teeth marks	male	14	0615
25	8	2009	uninjured	WA	"rottnest island, horse shoe reef"	-32	115.45	white shark	6.0	provoked	1	spearfishing	other: uninjured		male	42	1300
6	9	2009	injured	WA	"cocos (kelling) island, jetty"	-12.15	96.81666667	whaler shark	1.8	unprovoked	1	boarding	thigh	other: teeth marks	male	35	1300
30	10	2009	uninjured	VIC	portland	-38.33333333	141.6	white shark	4.0	unprovoked	1	unmotorised boating	other: uninjured		male	27	
28	10	2009	uninjured	NSW	lennox head	-28.78333333	153.5833333	white shark		unprovoked	1	boarding	other: uninjured		female	17	0700
7	11	2009	injured	SA	"second valley, fleurieu peninsula"	-35.5	138.2333333	white shark	3.0	provoked	1	spearfishing	"leg, hand"	minor lacerations	male	25	0950
19	12	2009	injured	QLD	"heron island, lamont reef"	-23.43333333	151.9	whaler shark	3.0	provoked	1	spearfishing	arm	minor lacerations	male	18	
26	12	2009	injured	NSW	avoca beach	-33.45	151.4333333	wobbegong		provoked	1	other: standing in water	foot	other: teeth marks	male	55	1100
12	12	2009	injured	NSW	hawks nest 	-26.067	113.567	white shark		unprovoked	1	unmotorised boating			male		
13	12	2009	injured	NSW	evans head	-29.1	153.4333333	white shark		unprovoked	1	boarding	foot	minor lacerations	male	39	
27	12	2009	uninjured	NSW	tuncurry beach	-32.16666667	152.5	white shark		unprovoked	1	boarding	other: uninjured		male		0630
27	1	2010	uninjured	QLD	"bargara, archies beach"	-24.8	152.45	white shark	1.9	unprovoked	1	boarding	other: uninjured		male	37	1630
22	1	2010	injured	VIC	"13th beach, boings"	-38.28333333	144.4333333	white shark	1.5	unprovoked	1	boarding	"arm, hand"	minor lacerations	male		0730
9	1	2010	injured	QLD	"thursday island, torre strait"	-10.56666667	142.2166667	whitetip reef shark	1.0	unprovoked	1	snorkelling	leg	other: teeth marks	female	9	
6	2	2010	uninjured	NSW	"yamba, turners beach"	-29.41666667	153.3666667	white shark	2.4	unprovoked	1	boarding	other: uninjured		male	18	
13	2	2010	injured	QLD	"dent island, whitsunday islands"	-20.35	148.9333333	bull shark	1.8	unprovoked	1	snorkelling	"torso, pelvic region"	major lacerations	female	55	1245
11	2	2010	injured	NSW	"mona vale, bongin bongin bay"	-33.66666667	151.3	wobbegong	1.6	unprovoked	1	other: standing in water	calf	other: teeth marks	male	46	0800
18	5	2010	injured	NSW	"crescent heads, point plomer"	-31.3	152.9666667	bull shark	1.8	unprovoked	1	boarding	calf	other: teeth marks	male		1630
6	6	2010	injured	WA	"conspicuous cliff beach, walpole"	-35.03333333	116.8333333	white shark	4.0	unprovoked	1	boarding	leg	major lacerations	male		
8	8	2010	injured	NSW	crescent head	-31.18333333	152.9666667	white shark	2.0	unprovoked	1	boarding	foot	minor lacerations	male	47	0800
17	8	2010	fatal	WA	"south point beach, cowaramup bay"	-33.85	114.9666667	white shark	4.0	unprovoked	1	boarding	leg	major lacerations	male	31	0815
13	9	2010	injured	NSW	"yamba, lluka, frasers reef"	-29.4	153.3333333	white shark	2.0	unprovoked	1	boarding	foot	minor lacerations	male	15	1700
23	10	2010	injured	WA	"wedge island, north of perth"	-30.83333333	115.2666667	white shark	1.7	unprovoked	1	boarding	calf	other: teeth marks	male		
16	10	2010	injured	NSW	"mullawarra beach, arrawarra"	-30.06666667	153.2	wobbegong	1.4	unprovoked	1	boarding	foot	minor lacerations	male	22	
30	10	2010	injured	WA	"garden island, perth"	-32.18333333	115.6833333	white shark	3.0	unprovoked	1	snorkelling	thigh	major lacerations	female	19	1230
17	2	2011	fatal	SA	perforated island nr coffin bay	-34.71666667	135.15	white shark		provoked	2	diving	other: body not recovered		male	50	1800
12	2	2011	injured	WA	exmouth	-21.95	114.1166667	whaler shark	1.8	unprovoked	1	snorkelling	arm	minor lacerations	male	58	1645
16	3	2011	injured	NSW	"port stephens, jimmys beach"	-32.73333333	152.1833333	white shark	3.0	unprovoked	1	boarding	"head, shoulder"	major lacerations	female		1300
23	3	2011	injured	NSW	crowdy heads	-31.83333333	152.7333333	white shark	3.0	unprovoked	1	boarding	arm	major lacerations	male	48	1845
23	4	2011	injured	WA	"red bluff, nr carnarvon"	-24.48333333	113.4	whaler shark	1.8	provoked	1	fishing	foot	major lacerations	male	17	1500
29	5	2011	injured	NSW	big seal rocks	-32.45	152.5333333	wobbegong	1.0	provoked	1	diving	thigh	other: teeth marks	female		
28	8	2011	fatal	QLD	"challenger bay, palm island"	-18.71666667	146.5666667	tiger shark		unprovoked		swimming	torso	major lacerations	male	50	1930
4	9	2011	fatal	WA	bunker bay	-33.53333333	115.0333333	white shark	4.5	unprovoked	1	boarding	leg	major lacerations	male	21	
22	10	2011	fatal	WA	rottnest island	-32	115.45	white shark	3.0	unprovoked	1	diving		major lacerations	male	32	1330
19	10	2011	uninjured	VIC	"elwood beach, port phillip bay"	-37.88333333	144.9833333	port jackson shark	1.0	provoked	1	diving	other: uninjured		male	49	1600
10	10	2011	fatal	WA	"cottesloe beach, perth"	-31.98333333	115.75	white shark	3.0	unprovoked	1	swimming			male		0800
28	11	2011	injured	QLD	peregain beach	-26.46666667	153.0833333	wobbegong	1.0	provoked	1	swimming	foot	other: teeth marks	male	10	1700
2	12	2011	injured	NSW	"suffolk park, broken head beach"	-28.7	153.6	white shark		unprovoked	1	boarding	"torso, shoulder"	surface wound	male	63	0600
7	12	2011	injured	NSW	"maroubra beach, sydney"	-33.93333333	151.25	wobbegong		provoked	1	boarding	foot	minor lacerations	male	14	1930
11	12	2011	injured	NSW	"yamba, angourie beach"	-29.48333333	153.35	white shark	2.5	unprovoked	1	boarding	thigh	minor lacerations	male	50	0600
3	1	2012	injured	NSW	north avoca beach	-33.45	151.4333333	white shark	2.2	unprovoked	1	boarding	arm	minor lacerations	male	28	1945
2	1	2012	uninjured	NSW	"tweed river mouth, duranbah"	-28.16666667	153.55	tiger shark	3.5	provoked	1	spearfishing	other: uninjured		male		
18	1	2012	injured	NSW	"redhead beach, newcastle"	-33	151.7166667	white shark	2.6	unprovoked	1	boarding	thigh	major lacerations	male	44	1640
19	1	2012	injured	WA	"the lagoon, coral bay"	-23.13333333	113.7666667	tiger shark	3.0	unprovoked	1	snorkelling	arm	minor lacerations	male	26	
3	2	2012	uninjured	NSW	"wallabi point, old bar"	-31.98333333	152.5666667	white shark		unprovoked	1	boarding	other: uninjured		male		
25	2	2012	injured	NSW	"port stephens, broughton island"	-32.6	152.3166667	wobbegong		provoked	1	fishing	foot	other: teeth marks	male		1600
6	2	2012	uninjured	QLD	wurtulla beach	-26.75	153.1333333	whaler shark		unprovoked	1	boarding	other: uninjured		male	29	
20	3	2012	injured	QLD	"nobbys beach, gold coast"	-28.05	153.4333333	bull shark		provoked	1	boarding	foot	minor lacerations	male	20	1710
15	3	2012	uninjured	NSW	"lion island, hawkesbury river"	-33.55	151.3166667			unprovoked	1	unmotorised boating	other: uninjured		male	52	
31	3	2012	fatal	WA	"stratham beach, bunbury"	-33.46666667	115.5166667	white shark	4.0	unprovoked	1	diving	torso	major lacerations	male	32	0930
11	4	2012	injured	SA	"dolphin bay, yorke peninsula"	-35.18333333	136.85	white shark	6.0	unprovoked	1	unmotorised boating	thigh	other: teeth marks	male	27	
17	5	2012	injured	NSW	"forster, barge wreck"	-32.21666667	152.6	wobbegong	1.8	provoked	1	diving	"arm, hand"	minor lacerations	male	57	1030
27	5	2012	uninjured	NSW	"redhead beach, newcastle"	-33	151.7	white shark	2.0	unprovoked	1	unmotorised boating	other: uninjured		male	30	1430
12	6	2012	injured	VIC	port campbell	-38.61666667	142.9833333	white shark	1.5	unprovoked	1	boarding	leg	minor lacerations	male	42	
22	6	2012	injured	TAS	south west national park	-43.51666667	146.2333333	white shark	5.3	unprovoked	1	boarding	leg	abrasion	male		0915
20	6	2012	uninjured	WA	"pinnaroo point, kallaroo, perth"	-31.78333333	115.7166667	white shark	3.5	unprovoked	1	unmotorised boating	other: uninjured		male	61	0705
31	7	2012	injured	SA	"streaky bay, black beach"	-32.76666667	134.2	white shark		unprovoked	1	boarding	"arm, shoulder"	major lacerations	male	47	
14	7	2012	fatal	WA	"wedge island, north of perth"	-30.83333333	115.2666667	white shark	3.6	unprovoked	1	boarding	other: body not recovered		male	24	0900
28	8	2012	injured	WA	"red bluff, north of carnarvon"	-24.38333333	113.3833333	tiger shark	3.5	unprovoked	1	boarding	torso	major lacerations	male	34	1525
3	10	2012	uninjured	WA	"mullaloo beach, perth"	-31.76666667	115.7166667	white shark	1.3	unprovoked	1	boarding	other: uninjured		male	11	1230
28	12	2012	injured	NSW	"kylie's beach, diamond head"	-31.73333333	152.7833333	bull shark	3.0	unprovoked	1	boarding	thigh	major lacerations	male	29	1045
2	12	2012	injured	NSW	"south west rocks, fish rock"	-30.86666667	153.0333333	grey nurse shark		provoked	1	spearfishing	leg	minor lacerations	male	31	1630
30	12	2012	uninjured	NSW	"dee why beach, sydney"	-33.75	151.3	white shark	2.5	unprovoked	1	boarding	other: uninjured		male		1245
5	1	2013	injured	WA	"cape legendre, cape legendre island"	-20.35	116.8166667	whaler shark		provoked	1	spearfishing	leg	minor lacerations	male		1000
25	1	2013	injured	QLD	noosa heads	-26.36666667	153.0833333	tiger shark		unprovoked	1	boarding	"torso, shoulder"	minor lacerations	male		
10	3	2013	injured	WA	"geraldton, african reef"	-28.8	114.6	bronze whaler shark	2.5	provoked	1	spearfishing	"arm, hand"	minor lacerations	male	28	0900
22	4	2013	injured	NSW	"yamba, spooky beach, angourie"	-29.46666667	153.35	wobbegong		provoked	1	swimming	leg	other: teeth marks	female		
24	5	2013	uninjured	WA	"secret harbour, perth"	-32.4	115.7333333	white shark		unprovoked	1	boarding	other: uninjured		male		1700
29	5	2013	injured	NSW	"byron bay, wategos beach"	-28.63333333	153.6	wobbegong	1.0	provoked	1	swimming	foot	other: teeth marks	male	65	0610
6	6	2013	uninjured	NSW	"target beach, jarvis bay"	-35.06666667	150.7833333	white shark	1.8	unprovoked	1	boarding	other: uninjured		male		1600
1	7	2013	injured	VIC	flinders	-38.46666667	145.0166667	white shark	1.7	unprovoked	1	swimming	"arm, hand"	minor lacerations	male	29	0530
24	10	2013	injured	NSW	narrabeen beach (south)	-33.71666667	151.3	wobbegong		provoked	1	boarding	foot	minor lacerations	male		1815
28	10	2013	injured	WA	"exmouth, turquoise bay"	-21.95	114.1166667	grey reef shark		unprovoked	1	snorkelling	arm	minor lacerations	female		
8	10	2013	injured	WA	"poison creek beach, israelite bay"	-33.95	123.9166667	white shark	5.0	provoked	1	diving	"head, shoulder"	major lacerations	male	55	1030
30	11	2013	fatal	NSW	"coffs harbour, campbell's beach"	-30.26666667	153.1333333	tiger shark	3.0	unprovoked	1	boarding	leg	major lacerations	male	19	1230
23	11	2013	fatal	WA	"gracetown, umbies break"	-33.85	114.9666667	white shark	3.0	unprovoked	1	boarding	"arm, torso, leg"	major lacerations	male	35	0900
14	12	2013	injured	QLD	gold coast	-28.1	153.4666667	wobbegong	1.5	unprovoked	1	diving	leg	surface wound	female	33	1230
5	12	2013	injured	NSW	"port macquarie, shelley beach"	-31.45	152.9166667	wobbegong	1.7	unprovoked	1	boarding	leg	minor lacerations	male	26	1815
8	2	2014	fatal	SA	"goldsmith beach, yorke peninsula"	-35.13333333	137.7	white shark		provoked	1	spearfishing	other: body not recovered		male	28	1200
18	2	2014	uninjured	WA	rottnest island	-32	115.55	white shark	4.0	provoked	1	spearfishing	other: uninjured		male	70	1345
18	3	2014	uninjured	VIC	"winkipop, bell's beach"	-38.36666667	144.2666667	white shark	1.4	unprovoked	1	boarding	other: uninjured		male	42	
12	3	2014	injured	NSW	"port macquarie, lighthouse beach"	-31.46666667	152.9166667	wobbegong	1.8	provoked	1	swimming	foot	minor lacerations	male	40	1800
3	4	2014	fatal	NSW	tathra	-36.71666667	149.9833333	white shark	3.5	unprovoked	1	swimming	other: body not recovered		female	63	0820
24	4	2014	injured	WA	"coral bay, south passage"	-23.13333333	113.75	whaler shark		provoked	1	spearfishing	"arm, hand"	minor lacerations	male		1500
14	5	2014	uninjured	SA	elliston bar	-33.63333333	134.8666667	white shark	4.6	unprovoked	1	boarding	other: uninjured		male	35	0930
25	5	2014	injured	QLD	"chevron island, narang river"	-27.98333333	153.4166667	bull shark	1.3	unprovoked	1	swimming	thigh	major lacerations	female	29	2130
9	6	2014	injured	SA	"parsons beach, fleurieu peninsula"	-35.63087083	138.4666667	white shark	1.5	unprovoked	1	boarding	torso	minor lacerations	male	39	0945
1	6	2014	injured	NSW	"seven mile beach, nowra"	-34.83333333	150.75	wobbegong		provoked	1	boarding	foot	minor lacerations	male		0700
19	6	2014	injured	SA	middleton beach	-35.5	138.7166667	white shark	2.8	unprovoked	1	boarding	leg	minor lacerations	male	15	1700
19	6	2014	Injured	SA	middleton beach	-35.5	138.7166667	white shark	2.8	unprovoked	1	boarding		minor lacerations	male		1700
16	8	2014	injured	WA	gnaraloo station	-23.78333333	113.5	whaler shark		provoked	1	spearfishing	head	major lacerations	male	31	
